SourceDocumentName,ID,DocumentID,PassageID,Passage,ReferenceText,ReferenceType
AML_VER09.211223,e32b359a-6466-4c67-a18b-274546934a82,1,2.Guidance.2.,"Federal AML Legislation applies in the ADGM.  It is amended as required and new legislation is also published. Persons in the ADGM must ensure they have a current understanding of their obligations under Federal AML Legislation.  The definition of Federal AML Legislation is broad.  It includes all federal legislation as may be in force relating to money laundering, terrorist financing, proliferation financing, the financing of unlawful organisations and sanctions compliance including Targeted Financial Sanctions.  Particular pieces of legislation to be aware of include:
(a)	Federal Law No. (7) of 2014 regarding Combatting Terrorism Offences;
(b)	Federal Decree Law No. (20) of 2018 on Anti-Money Laundering, Combatting the Financing of Terrorism and Financing of Illegal Organisations;
(c)	Cabinet Decision No. (10) of 2019 concerning the Implementing Regulation of Decree Law No. (20) of 2018;
(d)	Cabinet Decision No. (74) of 2020 concerning the Terrorism Lists Regulation and Implementation of UN Security Council Resolutions on the Suppression and Combatting of Terrorism, Terrorist Financing, Countering the Proliferation of Weapons of Mass Destruction and its Financing and Relevant Resolutions.","Cabinet Decision No. (74) of 2020 concerning the Terrorism Lists Regulation and Implementation of UN Security Council Resolutions on the Suppression and Combatting of Terrorism, Terrorist Financing, Countering the Proliferation of Weapons of Mass Destruction and its Financing and Relevant Resolutions.",Outsource
AML_VER09.211223,c7866158-9376-4817-b30c-d04cd4689981,1,2.Guidance.17.,"The U.A.E. criminal law. Under Article 3 of Federal Decree By Law No. 20 of 2018, a Relevant Person may be criminally liable for the offence of money laundering if such an activity is intentionally committed in its name or for its account. Relevant Persons are also reminded that:
(a)	the failure to report suspicions of money laundering;
(b)	""tipping off""; and
(c)	assisting in the commission of money laundering,
may each constitute a criminal offence that is punishable under the laws of the U.A.E.",Article 3 of Federal Decree By Law No. 20 of 2018,Outsource
AML_VER09.211223,7399a3ed-2a7e-4573-81ca-760e13812521,1,2.Guidance.1.,"Under Section 15A of FSMR, the Regulator has jurisdiction for the regulation of AML/TFS in the ADGM. The AML Rulebook sets out the requirements imposed by the Regulator. The U.A.E. criminal law applies in the ADGM and, therefore, Persons in the ADGM must be aware of their obligations in respect of the criminal law as well as these Rules. Relevant U.A.E. criminal laws include Federal AML Legislation and Federal Law No. (31) of 2021 (the Penal Code of the United Arab Emirates (U.A.E.)). The Rules in the AML Rulebook should not be relied upon to interpret or determine the application of the criminal laws of the U.A.E.",Section 15A of FSMR,External
AML_VER09.211223,7399a3ed-2a7e-4573-81ca-760e13812521,1,2.Guidance.1.,"Under Section 15A of FSMR, the Regulator has jurisdiction for the regulation of AML/TFS in the ADGM. The AML Rulebook sets out the requirements imposed by the Regulator. The U.A.E. criminal law applies in the ADGM and, therefore, Persons in the ADGM must be aware of their obligations in respect of the criminal law as well as these Rules. Relevant U.A.E. criminal laws include Federal AML Legislation and Federal Law No. (31) of 2021 (the Penal Code of the United Arab Emirates (U.A.E.)). The Rules in the AML Rulebook should not be relied upon to interpret or determine the application of the criminal laws of the U.A.E.",Federal AML Legislation and Federal Law No. (31) of 2021 (the Penal Code of the United Arab Emirates (U.A.E.),Outsource
AML_VER09.211223,7137fc91-e54c-457a-b6a6-bab5c664cc2e,1,15.7.2.(1),"The Regulator may exercise its power on its own initiative under Rule 15.7.1 (1) or (2)(c) where:
(a)	the DNFBP no longer meets the criteria for DNFBP registration;
(b)	the DNFBP is in breach of, or has been in breach of, the Law or Rules or other Federal AML Legislation;
(c)	the DNFBP is insolvent or entering into administration;
(d)	the DNFBP is no longer carrying on business in the ADGM; or
(e)	the Regulator considers that exercising the power is necessary or desirable in the pursuit of its objectives in section 1(3) of FSMR.",15.7.1 (1),Internal
AML_VER09.211223,7137fc91-e54c-457a-b6a6-bab5c664cc2e,1,15.7.2.(1),"The Regulator may exercise its power on its own initiative under Rule 15.7.1 (1) or (2)(c) where:
(a)	the DNFBP no longer meets the criteria for DNFBP registration;
(b)	the DNFBP is in breach of, or has been in breach of, the Law or Rules or other Federal AML Legislation;
(c)	the DNFBP is insolvent or entering into administration;
(d)	the DNFBP is no longer carrying on business in the ADGM; or
(e)	the Regulator considers that exercising the power is necessary or desirable in the pursuit of its objectives in section 1(3) of FSMR.",15.7.1 (2)(c) ,Internal
AML_VER09.211223,b1179168-5215-4b38-b75b-d904f50fbf38,1,15.5.1,The Regulator may refuse to grant an application for DNFBP registration where it is not satisfied that the applicant meets the criteria for registration under Rule 15.2.,15.2,Internal
AML_VER09.211223,cf3b64ce-22f7-4233-aaea-4abb3d39ca9f,1,15.4.1,The Regulator may grant an application for DNFBP registration as a DNFBP if it is satisfied that the applicant meets the criteria for registration under Rule 15.2.,15.2,Internal
AML_VER09.211223,ce297fc3-80d1-4a50-8d56-a7a5d5d97bb9,1,15.3.4,"Any Person who is a DNFBP upon the making of this Chapter and was previously a Relevant Person prior to the making of this Chapter:
(a)	is deemed to be registered as a DNFBP at the time of the making of this Chapter; and
(b)	must apply for registration under Rule 15.3:
(i)	within 12 months of the making of this Chapter; or
(ii)	at the date of the renewal of its Commercial Licence under the Commercial Licensing Regulations 2015;
whichever comes first.",15.3,Internal
AML_VER09.211223,ce297fc3-80d1-4a50-8d56-a7a5d5d97bb9,1,15.3.4,"Any Person who is a DNFBP upon the making of this Chapter and was previously a Relevant Person prior to the making of this Chapter:
(a)	is deemed to be registered as a DNFBP at the time of the making of this Chapter; and
(b)	must apply for registration under Rule 15.3:
(i)	within 12 months of the making of this Chapter; or
(ii)	at the date of the renewal of its Commercial Licence under the Commercial Licensing Regulations 2015;
whichever comes first.",Commercial Licensing Regulations 2015,Outsource
AML_VER09.211223,ac18b496-611a-4e30-a116-e1b6de731366,1,12.1.3.Guidance.1.,"Authorised Persons are reminded that under GEN Rule 5.5.1 the MLRO function is a mandatory appointment. For the avoidance of doubt, the individual appointed as the MLRO of an Authorised Person, other than a Representative Office, is the same individual who holds the Controlled Function of MLRO of that Authorised Person. Authorised Persons are also reminded that the guidance under GEN Rule 5.5.2 sets out the grounds under which the Regulator will determine whether to grant a waiver from the residence requirements for an MLRO. The same guidance is relevant to other Relevant Persons seeking a waiver from the MLRO residence requirements.",GEN Rule 5.5.1,Internal
AML_VER09.211223,ac18b496-611a-4e30-a116-e1b6de731366,1,12.1.3.Guidance.1.,"Authorised Persons are reminded that under GEN Rule 5.5.1 the MLRO function is a mandatory appointment. For the avoidance of doubt, the individual appointed as the MLRO of an Authorised Person, other than a Representative Office, is the same individual who holds the Controlled Function of MLRO of that Authorised Person. Authorised Persons are also reminded that the guidance under GEN Rule 5.5.2 sets out the grounds under which the Regulator will determine whether to grant a waiver from the residence requirements for an MLRO. The same guidance is relevant to other Relevant Persons seeking a waiver from the MLRO residence requirements.",GEN Rule 5.5.2 ,Internal
AML_VER09.211223,44a95243-3532-4353-a9cb-623faff2e8fa,1,11.2.1.(4),The systems and controls referred to in (1) must enable the Relevant Person to comply with the requirements of Article 21 of Cabinet Decision No. (74) of 2020.,Article 21 of Cabinet Decision No. (74) of 2020,Outsource
AML_VER09.211223,1afdc269-d8a5-4953-be55-d3e3a328d89d,1,11.1.1.Guidance.5.,"The systems and controls referred to in Rule 11.1.1(1) should enable a Relevant Person to comply with the requirements of Article 21 of Cabinet Decision No. (74) of 2020, which include:
(a)	Registering on the EOCN website to receive updates on changes to Targeted Financial Sanctions lists.
(b)	Regularly screening its databases and transactions against Targeted Financial Sanctions lists as required by the screening scope and timings as set out in the Cabinet Decision.
(c)	Implementing freezing measures without delay or prior notice to the relevant Person(s) if a match is found as a result of the required screening.
(d)	Lifting freezing measures without delay, where necessary.
(e)	Notifying appropriate regulatory authorities of any of the scenarios set out in the Cabinet Decision including confirmed or partial matches against Targeted Financial Sanctions lists.
(f)	Establishing and implementing internal controls and procedures to ensure compliance with the Cabinet Decision.
(g)	Co-operating with the EOCN and relevant regulatory authorities.",11.1.1(1),Internal
AML_VER09.211223,07afdef2-3d47-4a33-b540-b9568cb7c356,1,10.3.2.Guidance.4.,"The Regulator expects compliance by Authorised Persons and Recognised Bodies with FATF Recommendation Number 15, FATFs Interpretative Note (R.15/INR.15) and FATF Recommendation Number 16 that include requirements to obtain, hold, and transmit originator and beneficiary information and to not allow transfers where such information is lacking including where the value transfer involves Virtual Assets. Authorised Persons and Recognised Bodies should note that, pursuant to section 10.3, the Regulator does not differentiate between the responsibilities of the originator or the beneficiary when it comes to ensuring that all relevant information accompanies a wire transfer, and that no de minimis threshold is applied to the size of a relevant wire transfer.",FATF Recommendation Number 15,Outsource
