SourceDocumentName,ID,DocumentID,PassageID,Passage,ReferenceText,ReferenceType
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),af781ede-2c41-4be1-9fb9-aa00a598b776,1,2.Guidance.28.,Sanctions. The FATF has issued guidance on Targeted Financial Sanctions.  Such guidance has been issued to assist in implementing the Targeted Financial Sanctions and activity-based financial prohibitions. This guidance can be found on the FATF website www.fatf-gafi.org.,www.fatf-gafi.org,Outsource
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),c96c05de-76d2-4f05-b2ea-6f4fb9615094,1,4.5.2,"A Relevant Person must immediately provide to the Regulator, upon request, or a law enforcement agency, pursuant to a valid and enforceable request or requirement, a copy of the record referred to in Rule 4.5.1.",4.5.1,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),54721870-44ed-4aad-a842-fe0cd9ded618,1,4.5.4.Guidance.1.,"The records required to be kept under Rule 4.5.1 may be kept in electronic format, provided that such records are readily accessible and available to respond promptly to any requests from the Regulator for information.",4.5.1,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),1c5a2e03-760c-4263-88bd-eb100e0368b4,1,4.5.5,"Where the records referred to in Rule 4.5.1 are kept by a Relevant Person outside the ADGM, a Relevant Person must:
(a)	take reasonable steps to ensure that the records are held in a manner consistent with these Rules;
(b)	ensure that the records are easily accessible to the Relevant Person; and
(c)	upon request by the Regulator, ensure that the records are immediately available for inspection.",4.5.1,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),50279685-f928-402a-9067-3395e25f069e,1,4.5.7.Guidance,"
The Regulator considers that ""appropriate measures"" in Rule 4.5.7 may include the maintenance of a training log setting out details of:
(a)	the dates when the training was given;
(b)	the nature of the training; and
(c)	the names of Employees who received the training.",4.5.7,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),641ef80a-a631-455c-b981-eb38f3805187,1,4.6.1.Guidance.2.,"FEES 1.2.7 sets out the fees payable for late submission of Regulatory Filings. In addition to the imposition of a fee, the Regulator may take further action.",FEES 1.2.7,External
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),bb51c6c0-5515-4091-9e92-a671edcc2bb4,1,4.8.1.Guidance,"
The Regulator considers that a ""relevant body"" in Rule 4.8.1 would include the FIU, any other financial intelligence unit, the police, or an Abu Dhabi or Federal ministry or authority.

",4.8.1,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),34201eec-cbf5-469f-a0c2-759935e137f1,1,5.1.1.Guidance.5.,"Section 4.5 sets out the requirements regarding record-keeping for the purposes of the AML Rulebook. These Rules apply in relation to Rule 5.1.1(b)(iii).

",Section 4.5,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),31f0a7bd-a9fa-4aab-a4b4-32d0a6fb51b2,1,6.1.3.Guidance.7.,"A business risk assessment under Rule 6.1.1(b) should include an assessment of the risks associated with the carrying on of NFTF business, particularly the use of eKYC Systems. The assessment should consider incorporating any relevant mitigation measures identified by the Regulator, a competent authority of the U.A.E., FATF, and any other relevant bodies.

",6.1.1(b),Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),c24c6dfe-b5fa-4802-81ab-5894795d4362,1,6.2.1.Guidance.2.,"The risk assessment under Rule 6.2.1(c) should identify actions to mitigate risks associated with undertaking NFTF business generally, and the use of eKYC specifically. This is because distinct risks are often likely to arise where business is conducted entirely in an NFTF manner, compared to when the business relationship includes a mix of face-to-face and NFTF interactions. The assessment should make reference to risk mitigation measures recommended by the Regulator, a competent authority of the U.A.E., FATF, and other relevant bodies.

",6.2.1(c),Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),d9e3fef9-b049-4b8f-9140-4d98002c3dab,1,7.1.2.(2),"For the purposes of 7.1.2(1)(c), a credible source includes, but is not limited to, mutual evaluations, detailed assessment reports or follow-up reports issued by FATF, the International Monetary Fund (IMF), the World Bank, the OECD and other International Organisations.",7.1.2(1)(c),Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),0ab1cb10-020d-43a9-94ea-fd6de14133ff,1,7.1.3.(2),"For the purposes of 7.1.3(1)(c), a credible source includes, but is not limited to, mutual evaluations, detailed assessment reports or follow-up reports issued by FATF, the IMF, the World Bank, the OECD and other International Organisations.",7.1.3(1)(c),Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),10448f13-24a6-4b31-831f-779fc02b8131,1,7.2.4.Guidance on anonymous accounts,"
A Relevant Person should note that, in addition to the prohibition in Rule 7.2.3 against knowingly establishing anonymous accounts, accounts in a fictitious name or nominee accounts, the Federal AML Legislation also prohibits the opening of accounts held under borrowed, mock or fake names or accounts designated solely with numbers and without the names of account holders.",Rule 7.2.3,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),cb40cc9f-1271-40bd-8bc6-2f4e6fce615a,1,8.3.2.Guidance on CDD.9.,"When employing an eKYC System to assist with CDD, a Relevant Person should:
a.	ensure that it has a thorough understanding of the eKYC System itself and the risks of eKYC, including those outlined by relevant guidance from FATF and other international standard setting bodies;
b.	comply with all the Rules of the Regulator relevant to eKYC including, but not limited to, applicable requirements regarding the business risk assessment, as per Rule 6.1, and outsourcing, as per Rule 9.3;
c.	combine eKYC with transaction monitoring, anti-fraud and cyber-security measures to support a wider framework preventing applicable Financial Crime; and
d.	take appropriate steps to identify, assess and mitigate the risk of the eKYC system being misused for the purposes of Financial Crime.",Rule 6.1,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),8a894691-4b15-41d9-849e-d49810c564ac,1,9.1.2.Guidance.5.,"If a Relevant Person relies on a third party located in a foreign jurisdiction to conduct one or more elements of CDD on its behalf, the Relevant Person must ensure that the foreign jurisdiction has AML/TFS regulations which are equivalent to the standards in the FATF Recommendations (see Rule 9.1.1(3)(c)).",Rule 9.1.1(3)(c),Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),611c820f-2988-4e25-9091-4a3b299501b4,1,9.3.1B.Guidance.2.,"When undertaking an assurance assessment of an eKYC System for the purpose of Rule 9.3.1A, a Relevant Person should seek to establish that the eKYC System is reliable and independent, and allows the Relevant Person to comply with all applicable Rules of the Regulator. In addition, a Relevant Person should consider applying guidance on assurance standards issued by the Regulator, competent U.A.E. authorities, FATF, and other relevant standard setting bodies.",Rule 9.3.1A,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),ba2e367e-866d-49dd-af15-4ea075c30714,1,9.3.1B.Guidance.5.,An Authorised Person is also required to comply with the outsourcing obligations in GEN 3.3.31 and 3.3.32 and PRU 6.8. A Recognised Body is also required to comply with the outsourcing obligations in MIR 2.14.,GEN 3.3.31,External
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),07afdef2-3d47-4a33-b540-b9568cb7c356,1,10.3.2.Guidance.4.,"The Regulator expects compliance by Authorised Persons and Recognised Bodies with FATF Recommendation Number 15, FATFs Interpretative Note (R.15/INR.15) and FATF Recommendation Number 16 that include requirements to obtain, hold, and transmit originator and beneficiary information and to not allow transfers where such information is lacking including where the value transfer involves Virtual Assets. Authorised Persons and Recognised Bodies should note that, pursuant to section 10.3, the Regulator does not differentiate between the responsibilities of the originator or the beneficiary when it comes to ensuring that all relevant information accompanies a wire transfer, and that no de minimis threshold is applied to the size of a relevant wire transfer.",FATF Recommendation Number 15,Outsource
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),1afdc269-d8a5-4953-be55-d3e3a328d89d,1,11.1.1.Guidance.5.,"The systems and controls referred to in Rule 11.1.1(1) should enable a Relevant Person to comply with the requirements of Article 21 of Cabinet Decision No. (74) of 2020, which include:
(a)	Registering on the EOCN website to receive updates on changes to Targeted Financial Sanctions lists.
(b)	Regularly screening its databases and transactions against Targeted Financial Sanctions lists as required by the screening scope and timings as set out in the Cabinet Decision.
(c)	Implementing freezing measures without delay or prior notice to the relevant Person(s) if a match is found as a result of the required screening.
(d)	Lifting freezing measures without delay, where necessary.
(e)	Notifying appropriate regulatory authorities of any of the scenarios set out in the Cabinet Decision including confirmed or partial matches against Targeted Financial Sanctions lists.
(f)	Establishing and implementing internal controls and procedures to ensure compliance with the Cabinet Decision.
(g)	Co-operating with the EOCN and relevant regulatory authorities.",Article 21 of Cabinet Decision No. (74) of 2020,Outsource
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),44a95243-3532-4353-a9cb-623faff2e8fa,1,11.2.1.(4),The systems and controls referred to in (1) must enable the Relevant Person to comply with the requirements of Article 21 of Cabinet Decision No. (74) of 2020.,Article 21 of Cabinet Decision No. (74) of 2020,Outsource
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),438bddbe-fa7d-4f05-9912-8c2cb3a40672,1,11.2.1.Guidance.6.,"In order to assist Relevant Persons, the Regulator may publish findings, guidance, directives or Sanctions from U.A.E. authorities, the FATF or other relevant bodies. However, the Regulator expects a Relevant Person to take its own steps in acquiring relevant information from various available sources. For example, a Relevant Person may obtain relevant information from consolidated lists of financial Sanctions published by the European Union, HM Treasury, and OFAC.","The reference text in the provided passage refers to consolidated lists of financial Sanctions published by external bodies such as the European Union, HM Treasury, and OFAC. Therefore, the reference type for this passage is:",Unresolved
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),ac18b496-611a-4e30-a116-e1b6de731366,1,12.1.3.Guidance.1.,"Authorised Persons are reminded that under GEN Rule 5.5.1 the MLRO function is a mandatory appointment. For the avoidance of doubt, the individual appointed as the MLRO of an Authorised Person, other than a Representative Office, is the same individual who holds the Controlled Function of MLRO of that Authorised Person. Authorised Persons are also reminded that the guidance under GEN Rule 5.5.2 sets out the grounds under which the Regulator will determine whether to grant a waiver from the residence requirements for an MLRO. The same guidance is relevant to other Relevant Persons seeking a waiver from the MLRO residence requirements.",GEN Rule 5.5.1,External
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),ce297fc3-80d1-4a50-8d56-a7a5d5d97bb9,1,15.3.4,"Any Person who is a DNFBP upon the making of this Chapter and was previously a Relevant Person prior to the making of this Chapter:
(a)	is deemed to be registered as a DNFBP at the time of the making of this Chapter; and
(b)	must apply for registration under Rule 15.3:
(i)	within 12 months of the making of this Chapter; or
(ii)	at the date of the renewal of its Commercial Licence under the Commercial Licensing Regulations 2015;
whichever comes first.",Commercial Licensing Regulations 2015,Outsource
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),cf3b64ce-22f7-4233-aaea-4abb3d39ca9f,1,15.4.1,The Regulator may grant an application for DNFBP registration as a DNFBP if it is satisfied that the applicant meets the criteria for registration under Rule 15.2.,Rule 15.2,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),b1179168-5215-4b38-b75b-d904f50fbf38,1,15.5.1,The Regulator may refuse to grant an application for DNFBP registration where it is not satisfied that the applicant meets the criteria for registration under Rule 15.2.,Rule 15.2,Internal
AML_VER09.211223; AML; Anti-Money Laundering and Sanctions Rules and Guidance; Anti-Money Laundering and Sanctions Rules and Guidance (AML),7137fc91-e54c-457a-b6a6-bab5c664cc2e,1,15.7.2.(1),"The Regulator may exercise its power on its own initiative under Rule 15.7.1 (1) or (2)(c) where:
(a)	the DNFBP no longer meets the criteria for DNFBP registration;
(b)	the DNFBP is in breach of, or has been in breach of, the Law or Rules or other Federal AML Legislation;
(c)	the DNFBP is insolvent or entering into administration;
(d)	the DNFBP is no longer carrying on business in the ADGM; or
(e)	the Regulator considers that exercising the power is necessary or desirable in the pursuit of its objectives in section 1(3) of FSMR.",section 1(3) of FSMR,External
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,6ee810bf-0ff2-41ec-8409-a6e3b94310a6,10,2.3.5,"The Regulator may approve an application for appointment as a Key Individual only if it is satisfied that the person in respect of whom the application is made is a fit and proper person to act as a Key Individual for the Regulatory Function to which the application relates.
In order to be considered fit and proper, a Key Individual must adhere to the six Principles for Approved Persons set out in GEN 2.4 in respect of every Regulatory Function.
For the purposes of this Rule and Rule 2.3.8, all references in GEN 2.4 to Approved Persons and Controlled Functions shall be read as references to Key Individuals and Regulatory Functions respectively.",GEN 2.4,External
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,88fdc472-9333-426a-82ae-9602a9ab3418,10,2.3.9,"Where an application for approval of a Key Individual is granted subject to one or both of the conditions under Rule 2.3.6, the Recognised Body concerned may apply to the Regulator to vary the approval. The Regulator may then:
(a)	vary a condition;
(b)	remove a condition; or
(c)	impose a new condition.",Rule 2.3.6,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,c5e80704-d530-4e85-a790-1d2e3f85b498,10,2.3.14,"In circumstances where an individual who has been approved as a Key Individual pursuant to Rule 2.3.5 will no longer act as a Key Individual, whether by resignation, withdrawal or variation, the Recognised Body must notify the Regulator in writing within ten Business Days of such resignation, withdrawal or variation, and ensure it continues to satisfy Rule 2.3.2.",Rule 2.3.5,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,0a71e314-db1c-4038-aea2-9ce748ddbfd8,10,2.5.6,"Performance of Regulatory Functions . For the purposes of Rule 2.5.5, a Recognised Body must have adequate systems and controls, including policies and procedures, to ensure that the pursuit of its commercial interests (including its profitability) does not adversely impact on the performance of its Regulatory Functions.",2.5.5,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,deb5c01a-e737-4d2c-a9e4-707ef71fd464,10,2.8.3,"The Recognised Body shall only give access to or admit to membership a Person who:
(a)	is fit and proper and of sufficient good repute;
(b)	has a sufficient level of ability, competence and experience, including appropriate standards of conduct for its staff;
(c)	where applicable, has adequate organisational arrangements, including financial and technological resources; and
(d)	where that Person is a Remote Member, they have been granted a Recognition Order by the Regulator under section 138A of FSMR.",section 138A of FSMR,External
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,e5494e74-1e44-4fa9-8687-49f899851a47,10,2.12.2,"The arrangements for Rule 2.12.1 must include procedures for:
(a)	investigating complaints made to the Recognised Body about the conduct of Persons in the course of using the Recognised Body's facilities; and
(b)	fair, independent and impartial resolution of appeals against decisions of the Recognised Body.",Rule 2.12.1,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,5b1de856-f6eb-44fd-9d2c-2a008ff93524,10,2.13.3.Guidance.1.,Rule 2.13 is not intended to prevent a Recognised Body from making arrangements for the initial investigation of a complaint to be conducted by the Recognised Body.,Rule 2.13,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,1fd4cdf1-5511-4cc8-93ce-dbe1f81ae825,10,2.13.3.Guidance.4.,"If a Recognised Body considers that another Recognised Body or an Authorised Person is entirely or partly responsible for the subject matter of a complaint, it may refer the complaint, or the relevant part of it, to the other Recognised Body or Authorised Person in accordance with the process set out in GEN 7.2.10.",GEN 7.2.10,External
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,12db265c-252b-46b1-b136-1dbb922a243d,10,2.14.4,A Recognised Body that outsources any functions must comply with the outsourcing requirements in GEN 3.3.31 and 3.3.32.,GEN 3.3.31 and 3.3.32,External
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,674291ee-4d9f-45c8-acfc-040c4dd14981,10,2.14.4.Guidance.2.,"Where a Recognised Body makes arrangements under Rule 2.14, these arrangements do not alter the responsibility of Recognised Body to meet and satisfy the Recognition Requirements.",Rule 2.14,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,fabe80d0-c823-4b53-bd71-de06ee4afccf,10,2.15.9,The Regulator will follow the procedure set out in Rule 6.9.6 if it does not give its approval.,Rule 6.9.6,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,544c2ca6-1a14-463c-85e5-39f08c336218,10,3.2.2,"For the purposes of Rule 3.2.1, operational expenses shall be considered in accordance with the International Financial Reporting Standards (IFRS).",International Financial Reporting Standards (IFRS),Outsource
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,d6502039-ce83-47db-bb83-74059097d005,10,3.3.1.Guidance,"
When determining, for the purposes of Rule 3.3.1, whether it has clear and transparent Business Rules concerning the admission of Financial Instruments to trading on any Multilateral Trading Facility operated by it, a Recognised Investment Exchange should have regard to:
(a)	whether there is a sufficient range of Persons already holding the Financial Instrument (or, where relevant, the underlying asset) or interested in dealing in it to bring about adequate forces of supply and demand;
(b)	the extent to which there are any limitations on the Persons who may hold or deal in the Financial Instrument, or the amounts of the Financial Instrument which may be held; and
(c)	whether it has adequate procedures for obtaining information relevant for determining whether or not to suspend or discontinue trading in that Financial Instrument.",Rule 3.3.1,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,eadea557-36b4-4076-8a57-1d53f951f4a8,10,3.3.10,A Recognised Investment Exchange must have the capabilities to determine whether a participant or Member has exceeded any position limit set in respect of any Derivative or class of Derivatives in accordance with Rule 3.3.9.,Rule 3.3.9,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,2722b40a-c3fd-4d87-a5aa-65796ac6bdf2,10,3.3.14,"Position Reports. For the weekly report referred to under Rule 3.3.12, the Recognised Investment Exchange must:
(a)	categorise persons in accordance with Rule 3.3.15; and
(b)	differentiate, to the extent possible, between positions identified as:
(i)	positions which in an objectively measurable way reduce risks directly relating to commercial activities; and
(ii)	other positions.",3.3.12,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,63e56280-5a41-48fb-a327-25aebcb4834a,10,3.5.8,"For Financial Instruments not covered by Rule 3.5.7, waivers may be granted by the Regulator for any of the following:
(a)	orders that are large in scale compared with normal market size;
(b)	orders held in an order management facility of the Recognised Investment Exchange pending disclosure; or
(c)	Financial Instruments for which there is not a liquid market.
",3.5.7,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,12e55ccd-cd6e-4509-aaf7-b0985942d627,10,3.5.11,"Waivers in relation to transactions which are large in scale
For the purpose of Rule 3.5.7(c), an order shall be considered to be large in scale compared with normal market size if it is equal to or larger than the minimum size of order specified in Rule 3.5.11. For the purposes of determining whether an order is large in scale compared to normal market size, all Financial Instruments admitted to trading on a Recognised Investment Exchange market shall be classified in accordance with their average daily turnover, in accordance with Rule 3.5.12.",Rule 3.5.7(c),Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,5f815122-ada4-4ada-9311-f869cdb31386,10,3.6.2,"A Recognised Investment Exchange shall, with regard to Transactions in respect of Financial Instruments admitted to trading on or concluded within their systems, make public the following details:
(a)	those specified in Rule 3.6.7;
(b)	an indication that the exchange of Financial Instruments is determined by factors other than the current market valuation of the Financial Instrument, where the Transaction:
(i)	related to an individual Financial Instrument in a portfolio trade; or
(ii)	is a volume weighted average price Transaction.
(c)	an indication that the trade was a negotiated trade, where applicable; and
(d)	any amendments to previously disclosed information, where applicable.
These details shall be made public either by reference to each Transaction or in a form aggregating the volume and price of all Transactions in the same Financial Instrument taking place at the same price at the same time.
",Rule 3.6.7,Internal
MIR_VER07.181223; MIR; Market Infrastructure Rulebook (MIR); Market Infrastructure Rulebook,7f823646-b062-4581-a37a-a39040c4edad,10,3.6.6,"Deferrals. The Regulator may permit the requirements of Rule 3.6.1 to be deferred in respect of large volume or for certain types of trades, as specified in Rule 3.6.8, in which case the Recognised Investment Exchange must ensure that the existence of and the terms of the deferral are disclosed to Members and users of their facilities, and to investors.
",3.6.1,Internal
